,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
317,-0.34,0.211,0.789,0.0,09-19-2017 19:08:59,"Can the US military shoot down a North Korean missile?
 https://t.co/0pFn2rlFjQ",17,@FoxNews
318,-0.3818,0.167,0.833,0.0,09-19-2017 14:49:07,".@POTUS: ""We will fight together, sacrifice together and stand together for peace."" https://t.co/OxMHPGv50R https://t.co/4bPtMqEswe",18,@FoxNews
319,0.8519,0.0,0.583,0.417,09-19-2017 14:11:11,".@POTUS: ""Our success depends on a coalition of strong and independent nations that embrace their sovereignty.""… https://t.co/nXeyLqYhpH",19,@FoxNews
320,0.0,0.0,1.0,0.0,09-19-2017 12:01:19,.@Judgenap Reacts to Report @PaulManafort Was Wiretapped Before &amp; After Election https://t.co/PeP460kryy,20,@FoxNews
321,0.0,0.0,1.0,0.0,09-19-2017 09:27:43,Toys 'R' Us files for bankruptcy protection (Via @FoxBusiness) https://t.co/fjYrkm63hu https://t.co/5b7d9brcOh,21,@FoxNews
322,-0.34,0.231,0.769,0.0,09-19-2017 03:30:01,Emmys ratings crater; Trump-bashing to blame? https://t.co/ZvVV0l8Y8w via @briansflood,22,@FoxNews
323,0.0,0.0,1.0,0.0,09-19-2017 00:06:42,"BREAKING NEWS: Hurricane Maria was upgraded to a Category 5 storm on Monday, according to the National Hurricane Ce… https://t.co/5lJ2KeUigM",23,@FoxNews
324,-0.34,0.286,0.714,0.0,09-18-2017 19:46:31,"Emmys ratings crater; #Trump-bashing to blame?
https://t.co/7tcDhhkaZm",24,@FoxNews
325,-0.0772,0.223,0.568,0.21,09-18-2017 14:11:10,".@realDonaldTrump: ""We must ensure that no one... shoulders a disproportionate share of the burden and that's milit… https://t.co/oec1LEHhWa",25,@FoxNews
326,0.0,0.0,1.0,0.0,09-18-2017 11:01:12,"On this day in 1793, George Washington laid the cornerstone to the US Capitol building. The building would take nea… https://t.co/RvZep3jDZa",26,@FoxNews
327,0.4404,0.0,0.805,0.195,09-18-2017 04:30:00,"McMaster: Trump better without Bannon, others who pushed their ‘own narrow agendas’ https://t.co/JoLvcZ8HYI",27,@FoxNews
328,0.0,0.0,1.0,0.0,09-18-2017 00:55:27,Oklahoma Police Officers Shot While Serving a Search Warrant https://t.co/jaxyToAcfx,28,@FoxNews
329,0.4588,0.0,0.667,0.333,09-17-2017 21:41:46,Tropical Storm Maria strengthens into hurricane https://t.co/54Tg3WaTnl,29,@FoxNews
330,-0.2263,0.112,0.888,0.0,09-17-2017 19:05:42,NYC hospital hit with $2.5M lawsuit after allegedly faxing man's HIV diagnosis to his workplace https://t.co/Ix4YU1pSc0,30,@FoxNews
331,0.0,0.0,1.0,0.0,09-17-2017 15:15:49,"Tonight 8p ET: Watch a revealing interview w/ Judge Judy on the premiere of ""OBJECTified,"" hosted by… https://t.co/1po6tRKwIV",31,@FoxNews
332,0.4939,0.0,0.862,0.138,09-17-2017 13:34:45,RT @FoxNewsSunday: .@SenatorDurbin on #DACA debate: We’re going forward w/ understanding we can work w/ WH on agreement that includes DACA…,32,@FoxNews
333,0.1779,0.0,0.841,0.159,09-17-2017 12:11:00,"Trump, South Korean leader talk tougher North Korea sanctions https://t.co/p8c1xDMVsG",33,@FoxNews
334,-0.7351,0.383,0.617,0.0,09-17-2017 09:35:09,'Hell on wheels': Five disabled New Yorkers file hundreds of lawsuits https://t.co/D0y22JLryB,34,@FoxNews
335,-0.6908,0.305,0.695,0.0,09-17-2017 06:45:05,"On ""The Cost of Freedom,"" Ben Stein assailed celebrities accusing @POTUS of being a racist. https://t.co/uIIwrNEZHe",35,@FoxNews
336,0.0,0.0,1.0,0.0,09-17-2017 03:33:03,".@dbongino to @VulgarEconomics: ""I dare you to look into the eyes of those kids who will never, ever see their pare… https://t.co/lmqS2D1kjd",36,@FoxNews
337,-0.296,0.121,0.879,0.0,09-17-2017 01:54:59,".@RonDeSantisFL on North Korea: ""No other president recently has wanted to even deal with this problem.""… https://t.co/MoblhI0p7Q",37,@FoxNews
338,0.0,0.0,1.0,0.0,09-17-2017 00:24:06,"Sunday 8p ET: Watch a revealing interview w/ Judge Judy on the premiere of ""OBJECTified,"" hosted by @HarveyLevinTMZ… https://t.co/jMXymHDnra",38,@FoxNews
339,-0.5267,0.236,0.764,0.0,09-16-2017 21:46:48,Judicial Watch: We Need Criminal Investigation of Pay-to-Play at Clinton Foundation https://t.co/88RQiKok0y,39,@FoxNews
340,0.0,0.0,1.0,0.0,09-16-2017 21:14:32,'View' hosts cause a stir for suggesting women are told by husbands how to vote  https://t.co/3XOYLLdp9z,40,@FoxNews
341,-0.4391,0.132,0.868,0.0,09-16-2017 20:51:46,".@LawrenceBJones3: ""The American people are gonna be very upset if they don't get the agenda done [such as] health… https://t.co/qq0A6VfA5i",41,@FoxNews
342,-0.802,0.31,0.69,0.0,09-16-2017 20:30:20,"James Lankford on travel ban: ""It's not a total ban on everyone coming in, it's very targeted."" @ANHQDC https://t.co/snhheehvwF",42,@FoxNews
343,-0.2263,0.16,0.84,0.0,09-16-2017 19:04:21,"WATCH: St. Louis Protesters Jump on Police Car, Smash Windshield https://t.co/RY4HlpzyGC",43,@FoxNews
344,0.0,0.0,1.0,0.0,09-16-2017 17:28:56,".@dbongino to @VulgarEconomics: ""I dare you to look into the eyes of those kids who will never, ever see their pare… https://t.co/895bLDFqLp",44,@FoxNews
345,0.0,0.0,1.0,0.0,09-16-2017 15:55:06,".@AlanDersh: ""We have got to get away from this racial identity politics, move us all towards the center.""… https://t.co/jvyEerkBFF",45,@FoxNews
346,0.0,0.0,1.0,0.0,09-16-2017 14:00:44,U.S. markets this week. https://t.co/0FoCEW4eBE,46,@FoxNews
347,0.0,0.0,1.0,0.0,09-16-2017 12:00:06,.@GovMikeHuckabee's two cents on a young lawnmower named Frank. https://t.co/wK4vvXsqE1 https://t.co/zgKOihw6bH,47,@FoxNews
348,-0.4767,0.256,0.744,0.0,09-16-2017 08:14:07,"Frustration mounts for Floridians still lacking power after Irma
https://t.co/6rg8KqUgAM",48,@FoxNews
349,-0.6808,0.375,0.511,0.114,09-16-2017 02:17:05,Protests erupt in St. Louis after ex-cop acquitted of murder https://t.co/IReW6NfdYq https://t.co/VYoRhNDKTk,49,@FoxNews
350,0.0,0.0,1.0,0.0,09-15-2017 23:31:16,".@SteveKingIA on @POTUS' DACA deal: ""His heart kind of overruled his campaign promises."" #TheStory… https://t.co/3iecES5NTG",50,@FoxNews
351,0.0,0.0,1.0,0.0,09-15-2017 20:58:39,.@RepMaxineWaters to 'humiliated' @jeffsessions: Now you know how African-Americans feel  https://t.co/VD5ZCVTWJO,51,@FoxNews
352,0.0,0.0,1.0,0.0,09-15-2017 20:02:07,".@FLOTUS to members of the military following hurricanes: ""You have made every American proud."" https://t.co/5GKVXO6quO",52,@FoxNews
353,-0.5719,0.239,0.761,0.0,09-15-2017 19:00:16,"Katie Quackenbush, 26, accused of shooting homeless man who argued about her Porsche, was aspiring singer https://t.co/gluQIWWFHa",53,@FoxNews
354,0.6249,0.0,0.687,0.313,09-15-2017 17:10:22,11-year-old Frank does a 'great job' mowing @WhiteHouse lawn https://t.co/vZtwXvpop5 https://t.co/kPP4kHaqAp,54,@FoxNews
355,-0.7003,0.27,0.73,0.0,09-15-2017 15:28:13,"On Twitter, @IvankaTrump highlighted the @StateDept's work against human trafficking and modern slavery. https://t.co/JLTfxl8lhX",55,@FoxNews
356,-0.4939,0.242,0.758,0.0,09-15-2017 14:07:11,"Police: #London Subway Bomb Did Not Fully Detonate; Manhunt Underway
https://t.co/YiS3klsrlJ",56,@FoxNews
357,0.0,0.0,1.0,0.0,09-15-2017 12:46:14,Massive manhunt underway for #London bomber. https://t.co/5h7C6Tiunk https://t.co/V5jpXOWXou,57,@FoxNews
358,0.0,0.0,1.0,0.0,09-15-2017 11:30:23,.@Harvard revokes @xychelsea fellowship. https://t.co/jLapQMqi8s https://t.co/ixJLJRlzx8,58,@FoxNews
359,0.0,0.0,1.0,0.0,09-15-2017 07:59:02,BREAKING: British police on scene of incident at London subway station after reports of explosion,59,@FoxNews
360,-0.1531,0.086,0.914,0.0,09-15-2017 02:59:15,.@SheriffClarke: “Until @SenateMajLdr and @SpeakerRyan get their act together… @POTUS has no other option but to de… https://t.co/XN2DNJudoS,60,@FoxNews
361,0.0,0.0,1.0,0.0,09-15-2017 01:30:01,Krikorian: '@SenSchumer Been Making Deals With GOP and Knifing Them in the Back' Afterward for 30 Years https://t.co/3FfcOEPAuX,61,@FoxNews
362,-0.296,0.128,0.872,0.0,09-14-2017 23:14:07,"@POTUS: 'No deal' yet with @NancyPelosi and @SenSchumer on DACA, wall will be built #TheStory… https://t.co/lr3s5ukCdc",62,@FoxNews
363,0.0,0.0,1.0,0.0,09-14-2017 20:17:44,"RT @FoxNewsResearch: $DJIA ?
•38th record close of 2017
•Up for 5 consecutive trading days
•YTD: +12.3%
•Up 21.9% from a year ago https://t…",63,@FoxNews
364,0.0,0.0,1.0,0.0,09-14-2017 19:21:12,.@SheriffClarke on @espn Controversy: The Term 'Racism' Is Used So Much It's Becoming Meaningless… https://t.co/LV6UG5so5Z,64,@FoxNews
365,-0.6249,0.24,0.76,0.0,09-14-2017 17:47:08,"Fans drape 'Racism is as American as baseball' banner over Green Monster
 https://t.co/xWMXKbsxFQ https://t.co/3mOhaq0oJx",65,@FoxNews
366,-0.0772,0.091,0.909,0.0,09-14-2017 16:14:02,"'Pay-to-play' at Clinton State Department exposed in new emails, watchdog says - via @brookefoxnews
https://t.co/lZ34G9Vrxl",66,@FoxNews
367,0.0,0.0,1.0,0.0,09-14-2017 14:53:56,".@POTUS: ""If I don't get the wall, then we will become the obstructionists."" https://t.co/tRo6Kfi1Z3",67,@FoxNews
368,0.4019,0.0,0.863,0.137,09-14-2017 13:40:53,".@LindseyGrahamSC: ""Did the Ukraine actually help the Clinton campaign?... Was the Ukraine involved in trying to hu… https://t.co/4gCT9kzYDA",68,@FoxNews
369,0.4466,0.0,0.754,0.246,09-14-2017 12:29:07,NEWS ALERT: @FLOTUS and @VP visiting Florida with @POTUS. https://t.co/ko06nsoXsN,69,@FoxNews
370,0.0,0.0,1.0,0.0,09-14-2017 11:18:48,".@DineshDSouza: ""The whole idea of letting non-citizens' vote shape the governmental process - that falls outside t… https://t.co/0S0LuPp0OI",70,@FoxNews
371,-0.6249,0.227,0.773,0.0,09-14-2017 07:30:00,Fans drape 'Racism is as American as baseball' banner over Green Monster https://t.co/xWMXKbaWhg via @SChamberlainFOX,71,@FoxNews
372,0.0,0.0,1.0,0.0,09-14-2017 02:46:03,"Dr. Gina Loudon: ""What ESPN doesn't realize is the @realDonaldTrump voter is their audience."" #Hannity… https://t.co/1oM6RffjZ1",72,@FoxNews
373,-0.4215,0.31,0.509,0.181,09-14-2017 00:35:09,A beautiful marriage proposal goes terribly wrong when the groom drops the ring.  https://t.co/FLGG7JTVaV https://t.co/SjSwSKuxRo,73,@FoxNews
374,0.0951,0.0,0.925,0.075,09-13-2017 22:24:06,".@stevenmnuchin1: ""This isn't just about cutting taxes, this about tax reform. This is about changing the system."" https://t.co/ovOpmBy0n5",74,@FoxNews
375,-0.357,0.216,0.784,0.0,09-13-2017 21:22:42,".@AP: @SpeakerRyan says deporting ""DREAMers"" not in America's interest. https://t.co/7ubO4tYE74",75,@FoxNews
376,-0.8834,0.563,0.437,0.0,09-13-2017 20:26:02,.@HillaryClinton laments how #Benghazi tragedy hurt her politically - via @brookefoxnews https://t.co/zY9e1T7Nnm,76,@FoxNews
377,0.25,0.09,0.779,0.131,09-13-2017 18:35:55,".@SHSanders45: ""@POTUS's focus has never been on the wealthiest of Americans. It's been on tax cuts to the middle c… https://t.co/mqpezemazm",77,@FoxNews
378,0.0,0.0,1.0,0.0,09-13-2017 16:55:47,".@trish_regan: ""You need more diversity, I guess, of opinion"" in schools. #Outnumbered https://t.co/P0m2iKLl1I",78,@FoxNews
379,-0.743,0.288,0.655,0.057,09-13-2017 15:04:01,"5 dead, over 100 evacuated from Florida nursing home due to intense heat, loss of power after Irma… https://t.co/jOIIWEflGA",79,@FoxNews
380,0.4215,0.105,0.7,0.195,09-13-2017 13:18:00,".@Sen_JoeManchin: ""@POTUS said this is not going to be a tax cut for the super wealthy."" https://t.co/PCXC0MQz8n",80,@FoxNews
381,0.0,0.0,1.0,0.0,09-13-2017 10:52:08,".@T_S_P_O_O_K_Y on @POTUS: ""I think he’s recognizing that we’re going to have to influence the influencers.”… https://t.co/7oaldDYCAn",81,@FoxNews
382,0.128,0.224,0.531,0.245,09-13-2017 05:30:00,Bias Alert: MSNBC's Joy Reid says Trump makes now 'worst time to be a human' https://t.co/7KR09HL1Ia via @briansflood,82,@FoxNews
383,-0.5267,0.206,0.794,0.0,09-13-2017 00:12:39,"Deroy Murdock: ""The Democrats don't have any ideas...They don't have an agenda, there's no program, there's no visi… https://t.co/AOG7DfBGY2",83,@FoxNews
384,-0.875,0.429,0.571,0.0,09-12-2017 21:08:44,"Holly Bobo murder trial: Officials describe finding 'suspicious' mattress, scratches on alleged killer https://t.co/3PrscH4gMr",84,@FoxNews
385,0.4019,0.0,0.828,0.172,09-12-2017 18:35:27,"Dartmouth-Hitchcock Medical Center on lockdown after 'active shooter' report, New Hampshire hospital says… https://t.co/1PrdojZITa",85,@FoxNews
386,0.0,0.0,1.0,0.0,09-12-2017 16:07:54,LIVE BLOG: Apple iPhone 8 launch event https://t.co/VGxkX86SwS,86,@FoxNews
387,0.0,0.0,1.0,0.0,09-12-2017 12:56:18,Hurricane Jose's path: What you should know https://t.co/49nDLDCGkx,87,@FoxNews
388,0.0,0.0,1.0,0.0,09-12-2017 08:23:33,MORNING BRIEF: Carrier headed to the Florida Keys after Hurricane Irma https://t.co/MerQFeSWj2,88,@FoxNews
389,-0.7783,0.459,0.541,0.0,09-12-2017 03:54:19,"ISIS still stealing, spilling and smuggling oil throughout Iraq https://t.co/DuPo7z8hU3",89,@FoxNews
390,-0.2382,0.085,0.915,0.0,09-12-2017 00:59:38,"Harmeet Dhillon: All this mass hysteria at Berkeley is really being whipped up both by the Antifa, but also being e… https://t.co/d1BuOpQI0e",90,@FoxNews
391,-0.5719,0.316,0.684,0.0,09-11-2017 20:37:25,#HurricaneIrma's trail of destruction in Florida Keys revealed https://t.co/EQqwqUbUqQ,91,@FoxNews
392,0.0,0.0,1.0,0.0,09-11-2017 18:50:47,".@PressSec holds a briefing as Tropical Storm #Irma continued churning up Florida’s west coast, on course to hit Al… https://t.co/5fEF4ZQ6Q7",92,@FoxNews
393,0.8519,0.0,0.646,0.354,09-11-2017 14:54:26,".@VP on the heroes of Flight 93: “Without regard to their personal safety, they rushed forward to save lives.” https://t.co/hCnhAdLZtY",93,@FoxNews
394,0.0,0.0,1.0,0.0,09-11-2017 12:12:04,American Flag Unfurled at Pentagon to Commemorate 9/11 Anniversary https://t.co/VvHzXClGJy,94,@FoxNews
395,0.0,0.0,1.0,0.0,09-11-2017 06:26:32,US commemorates 9/11; thousands expected at ground zero (Via: @FoxBusiness) https://t.co/94JN4qnHBU,95,@FoxNews
396,0.4588,0.0,0.769,0.231,09-11-2017 02:47:15,.@JJWatt gets hero's welcome at Houston Texans' season opener https://t.co/k73LCTbuk3 https://t.co/oFSHzzJ7gY,96,@FoxNews
397,0.4588,0.0,0.769,0.231,09-11-2017 00:35:53,.@JJWatt gets hero's welcome at Houston Texans' season opener https://t.co/k73LCTbuk3 https://t.co/zZpPqIoJk4,97,@FoxNews
398,-0.4939,0.286,0.714,0.0,09-10-2017 23:06:35,Surveying #HurricaneIrma's damage in Miami; @BryanLlenas reports. https://t.co/0rJuCh8FuG https://t.co/4f13UZpO33,98,@FoxNews
399,0.0,0.0,1.0,0.0,09-10-2017 22:06:03,#HurricaneIrma hits #Miami. https://t.co/0rJuCh8FuG https://t.co/MPYwrYkSpX,99,@FoxNews
400,0.0,0.0,1.0,0.0,09-21-2017 15:00:39,"Thumbs down doesn't even begin to describe the comments we received about ""Mother!"" https://t.co/Gpadj44TNF",0,@nytimes
401,0.6369,0.0,0.785,0.215,09-21-2017 11:21:03,Republicans have presented another plan to repeal the Affordable Care Act. This might be their last chance to do it. https://t.co/hDN9IxXv6K,1,@nytimes
402,-0.7506,0.274,0.726,0.0,09-21-2017 06:59:05,"“To see a parent carry their own dead baby is something I will never forget,” said a rescuer at a collapsed school https://t.co/NFDFBnOS8K",2,@nytimes
403,0.4329,0.137,0.684,0.179,09-21-2017 02:37:04,"2 strong earthquakes have shaken Mexico this month. Why Mexico? And where might a big one strike next?
https://t.co/2EYyU3xfIp",3,@nytimes
404,0.4767,0.0,0.819,0.181,09-20-2017 22:17:02,Puerto Rico's governor announced a 6 p.m. to 6 a.m. curfew effective Wednesday until Saturday. Latest updates: https://t.co/HQVlipItcM,4,@nytimes
405,0.4019,0.107,0.667,0.227,09-20-2017 18:59:47,The Russia inquiry’s special counsel is looking into Trump firing his national security adviser and FBI director https://t.co/yvEox3cbsY,5,@nytimes
406,-0.2023,0.18,0.68,0.141,09-20-2017 16:16:42,"After brawling his way to a middleweight boxing championship, LaMotta became a pop culture symbol of anger https://t.co/vWR806QYFe",6,@nytimes
407,-0.7003,0.392,0.608,0.0,09-20-2017 13:55:01,Jimmy Kimmel accuses Bill Cassidy of lying. Our late-night roundup: https://t.co/mV57JCOWQV,7,@nytimes
408,0.4215,0.0,0.682,0.318,09-20-2017 10:50:07,America First at the United Nations https://t.co/BYpdJFsWM5,8,@nytimes
409,0.6159,0.113,0.626,0.261,09-20-2017 06:20:07,Alec Baldwin won an Emmy for his impersonation of Trump. But the Emmys did not win the president's affection. https://t.co/SVfwjqVwKt,9,@nytimes
410,-0.1531,0.096,0.904,0.0,09-20-2017 01:47:05,RT @NYTStyles: Colored eyeliner isn’t as tricky as it sounds — wear it liberally. Here’s how. https://t.co/vQEURtLY1p,10,@nytimes
411,-0.5106,0.171,0.829,0.0,09-19-2017 21:48:00,Read the study rejected by the Trump administration that shows the revenue brought in by refugees https://t.co/2Ye1rXzAMm,11,@nytimes
412,-0.296,0.099,0.901,0.0,09-19-2017 17:01:05,RT @nytopinion: .@AmberTamblyn discussed her Op-Ed on the way we disbelieve women and how to change it — watch on Facebook: https://t.co/UY…,12,@nytimes
413,-0.6808,0.187,0.813,0.0,09-19-2017 13:30:10,Scottie Nell Hughes claims Fox News blacklisted her after she told the network she had been raped by Charles Payne https://t.co/S8qsBOxA0x,13,@nytimes
414,0.0,0.0,1.0,0.0,09-19-2017 09:48:39,"Breaking News: Hurricane Maria has begun to batter the Caribbean
https://t.co/6OjJWz3Qg4",14,@nytimes
415,-0.5859,0.242,0.758,0.0,09-19-2017 05:20:08,"In a much-anticipated speech, Myanmar's leader refused to condemn the military for the massacre of Rohingya Muslims https://t.co/mWMO9ct2NI",15,@nytimes
416,0.0,0.0,1.0,0.0,09-19-2017 01:27:05,Evening Briefing: Here's what you need to know at the end of the day https://t.co/TvWO3sAlH7,16,@nytimes
417,-0.7506,0.33,0.67,0.0,09-18-2017 22:02:03,Myanmar’s Rohingya crisis shows what happens when a nation’s boundaries and its national identity contradict https://t.co/O3ehX1Ht0x,17,@nytimes
418,-0.3612,0.116,0.884,0.0,09-18-2017 18:40:06,"Sean Spicer said he now regrets one of his most infamous moments as press secretary: “Of course I do, absolutely.” https://t.co/mMNGwCM7eA",18,@nytimes
419,0.6124,0.0,0.762,0.238,09-18-2017 15:50:05,A top adviser said the Trump administration was “unambiguous” about its plans to withdraw from the Paris agreement https://t.co/hejzifoOu2,19,@nytimes
420,0.0258,0.2,0.593,0.207,09-18-2017 12:24:03,"The United Nations explained: Its purpose, power and problems https://t.co/83aFIF9wtI",20,@nytimes
421,0.0,0.0,1.0,0.0,09-18-2017 08:15:05,Opinion: What punk rock meant to Communist Yugoslavia https://t.co/ZfwthHMoYg,21,@nytimes
422,-0.6486,0.212,0.788,0.0,09-18-2017 03:30:55,"Carlos Muñoz Portal, a location scout for the Netflix series “Narcos,” was found shot dead in Mexico https://t.co/UkmgHCYoPD",22,@nytimes
423,0.5719,0.0,0.821,0.179,09-18-2017 01:48:14,"Reed Morano, who just won an Emmy for directing ""The Handmaid's Tale,"" on directing ""The Handmaid's Tale"" https://t.co/d0fna5sufF",23,@nytimes
424,0.4588,0.0,0.842,0.158,09-17-2017 23:35:43,"See what the stars are wearing at tonight's Emmy Awards, and follow @NYTFashion for the latest… https://t.co/xL081t82cF",24,@nytimes
425,-0.4588,0.136,0.864,0.0,09-17-2017 19:45:04,"The mayor of Port Arthur, Tex., has set aside his troubles to look after his city’s much larger ones https://t.co/ufDT6SqBix",25,@nytimes
426,0.128,0.078,0.823,0.099,09-17-2017 15:30:21,"At the start of the week, the moon will play peek-a-boo as it momentarily blocks Venus, then Mars and then Mercury https://t.co/kmMVOwM9wW",26,@nytimes
427,0.0,0.0,1.0,0.0,09-17-2017 10:55:03,The airport is designed to handle a million passengers per year. It currently receives about a dozen per day. https://t.co/5JoeFwmLwi,27,@nytimes
428,0.1779,0.0,0.892,0.108,09-17-2017 05:16:17,We ran the numbers. Here's where we think Amazon should put its second headquarters. https://t.co/OJubGHtTOA,28,@nytimes
429,0.0,0.0,1.0,0.0,09-16-2017 23:54:36,Trump Administration Moves to Open Arctic Refuge to Drilling Studies https://t.co/GUwzxtUnY2,29,@nytimes
430,-0.6597,0.206,0.794,0.0,09-16-2017 20:22:00,"""The diet is killing us"": How massive economic forces are transforming diet and health in developing countries https://t.co/vcNbyp49Sc",30,@nytimes
431,-0.4572,0.158,0.842,0.0,09-16-2017 17:12:04,"""Bipartisanship can be disorienting. That’s why Washington has seemed so perplexed over the past 10 days."" https://t.co/7tZcJSnqkJ",31,@nytimes
432,0.0,0.0,1.0,0.0,09-16-2017 14:02:07,"A global obesity epidemic, captured in the daily work of a door-to-door saleswoman for Nestle in Brazil https://t.co/3jPEc4coqC",32,@nytimes
433,0.5661,0.0,0.814,0.186,09-16-2017 09:25:13,"Light shows? Check.
Models? Check.
Royalty? Check.
Dancers? Check.
Time for the Formula One after party.
https://t.co/vnLrsGrivC",33,@nytimes
434,0.0,0.0,1.0,0.0,09-16-2017 04:02:08,Here's what we know about the link between extreme weather and climate change https://t.co/xeDhPraff8,34,@nytimes
435,0.4588,0.0,0.812,0.188,09-15-2017 23:02:06,Fall TV is finally here. So when do your favorite shows come back? https://t.co/f06f49RVoO,35,@nytimes
436,-0.9371,0.474,0.526,0.0,09-15-2017 18:31:08,"RT @nytgraphics: Britain was hit by a terrorist attack today, when a crude device exploded on a train. Recent attacks in London: https://t.…",36,@nytimes
437,0.0,0.0,1.0,0.0,09-15-2017 14:31:06,RT @benshpigel: Josh McCown took an unplanned break from the NFL. So what did he do? He coached - and he's never been the same: https://t.c…,37,@nytimes
438,-0.7003,0.234,0.766,0.0,09-15-2017 10:47:33,""" I heard a big boom and felt this heat on my face"": An attack at Parsons Green station in London injured several https://t.co/FtfsO2TgR4",38,@nytimes
439,-0.7845,0.347,0.653,0.0,09-15-2017 06:25:04,A political crisis in Guatemala gathers new intensity after politicians vote to weaken anticorruption measures https://t.co/hndB34wBUJ,39,@nytimes
440,0.3612,0.0,0.889,0.111,09-15-2017 02:12:05,It's almost time to say goodbye to Cassini. We recommend looking at this on the biggest screen you can find: https://t.co/bxOrF5HpkI,40,@nytimes
441,0.4215,0.0,0.84,0.16,09-14-2017 22:19:05,RT @nytimesbusiness: Equifax finally answered some of the breach and credit freeze questions @ronlieber had sent it on behalf of readers ht…,41,@nytimes
442,0.0,0.0,1.0,0.0,09-14-2017 19:00:14,"Scientists told one group to spend the money on themselves, and another to give it away. These were the results. https://t.co/Yw67lhlorh",42,@nytimes
443,-0.3182,0.119,0.881,0.0,09-14-2017 16:00:20,President Trump is moving ahead with a White House event that several rabbinical groups have vowed to boycott https://t.co/l2R5dq0DyA,43,@nytimes
444,0.0,0.0,1.0,0.0,09-14-2017 12:45:05,Extreme weather events have fueled the debate on climate change in the U.S. https://t.co/jf9bxiEKbQ https://t.co/Dc3Wbgwjk0,44,@nytimes
445,-0.7003,0.327,0.673,0.0,09-14-2017 08:00:08,"RT @MaggieAstor: An amphibious vehicle caught fire Wednesday, the third serious accident this summer involving Marines
https://t.co/CjJDGK1…",45,@nytimes
446,0.0,0.0,1.0,0.0,09-14-2017 03:49:04,"An 8-year-old boy was pushed by teenagers off a picnic table with a rope around his neck, his family said https://t.co/QRvskYrAMu",46,@nytimes
447,0.0,0.0,1.0,0.0,09-13-2017 23:51:04,The economic case for letting teenagers sleep in a little later https://t.co/Xnuqiyfe2B,47,@nytimes
448,0.0,0.0,1.0,0.0,09-13-2017 20:17:03,A Russian tech company's antivirus software has been ordered to be removed from U.S. government computers https://t.co/42k4wCSI2A,48,@nytimes
449,-0.2954,0.244,0.588,0.168,09-13-2017 17:48:06,"RT @NYTSports: Was Russia so successful in destroying doping evidence, or have WADA officials taken a soft approach to punishment? https://…",49,@nytimes
450,-0.765,0.337,0.663,0.0,09-13-2017 14:47:11,Five people are dead after a Florida nursing home lost air conditioning following Hurricane Irma https://t.co/f5dR93xRzB,50,@nytimes
451,0.4215,0.0,0.865,0.135,09-13-2017 12:20:07,"After Ted Cruz’s Twitter account liked a porn video, you knew he was going to be Tuesday's late-night star https://t.co/TqIpXXVxzV",51,@nytimes
452,0.0,0.0,1.0,0.0,09-13-2017 08:31:06,The Malaysian leader was spotted entering and exiting the Trump International Hotel on Monday and Tuesday https://t.co/psMlbbIAbF,52,@nytimes
453,0.4019,0.0,0.856,0.144,09-13-2017 03:52:01,An Apple event is a distinct kind of TV special: an extended commercial that people watch willingly https://t.co/hQIIzhY8IG,53,@nytimes
454,0.0,0.0,1.0,0.0,09-13-2017 00:02:07,Irma dispatches: Here's what @NYTnational journalists saw on the ground today https://t.co/7spMDEGe6v,54,@nytimes
455,0.6808,0.0,0.763,0.237,09-12-2017 20:15:15,Restoring power service in Florida could be the longest and most complex operation of its kind in U.S. history https://t.co/uM3QRhdZv1,55,@nytimes
456,0.4588,0.0,0.833,0.167,09-12-2017 17:45:10,"Jill Abramson reviews ""Unbelievable,"" a memoir by Donald Trump’s favorite target in the “fake news” media… https://t.co/QyTF45l0VX",56,@nytimes
457,0.0,0.0,1.0,0.0,09-12-2017 14:45:05,She was teaching him to walk. He shot her from his wheelchair. https://t.co/DQfX4Cr5bm,57,@nytimes
458,0.0,0.0,1.0,0.0,09-12-2017 10:30:14,Morning Briefing: Here's what you need to know to start your day https://t.co/pdjIf8UvSz https://t.co/uTpFpkMMV4,58,@nytimes
459,0.0,0.0,1.0,0.0,09-12-2017 05:35:17,"Watch Hurricanes Irma, Jose and Katia from 22,000 miles above Earth https://t.co/Ke66VskMMC https://t.co/oP0jKYpYFF",59,@nytimes
460,0.0,0.0,1.0,0.0,09-12-2017 01:57:03,"RT @abscribe: Barely there, but I will take it. A rainbow, in the skies of Orlando, a day after #HurricaneIrma https://t.co/Zxj5mmenPq",60,@nytimes
461,-0.34,0.195,0.684,0.121,09-11-2017 22:02:02,Photos and videos of rescues amid the destruction of Hurricane Irma helped buoy spirits https://t.co/uv1KDfs37f,61,@nytimes
462,-0.802,0.31,0.69,0.0,09-11-2017 18:30:18,"RT @NYTArchives: September 11, 2001: Terrorists attack the World Trade Center &amp; the Twin Towers fall. https://t.co/YIA15HOHIy https://t.co/…",62,@nytimes
463,-0.8074,0.278,0.722,0.0,09-11-2017 15:40:04,"Trump has described the 9/11 attacks as a defining event in his political life. On Monday, he vowed to conquer evil. https://t.co/F3j2gOOJVG",63,@nytimes
464,0.0,0.0,1.0,0.0,09-11-2017 12:50:10,"Some of these insects are bees, and some are not. Can you tell which are which? https://t.co/7GvsfkrKT5 https://t.co/wb3ehUaGxk",64,@nytimes
